timestamp          , endpoint_name, endpoint_type, source_ip   , destination_ip, protocol, traffic_rate, bandwidth, packet_count, connections, latency, packet_loss, cpu_utilization, label  , anomaly_type
2026-09-01 14:49:42, IoT-Sensor-03, IoT Sensor   , 192.168.1.55, 192.168.1.1   , TCP     ,        38.86,     40.58,           40,           1,   99.56,        2.26,           40.83, Normal , None
2026-09-01 14:49:43, Smartphone-07, Smartphone   , 192.168.1.36, 192.168.1.100 , UDP     ,       286.43,    323.27,          312,           9,  733.22,        0.29,           52.33, Anomaly, High Latency
2026-09-01 14:49:44, Smartphone-06, Smartphone   , 192.168.1.35, 192.168.1.100 , TCP     ,       326.89,    264.27,          369,          26,   86.94,        0.29,           16.49, Normal , None
2026-09-01 14:49:45, Desktop-07   , Desktop      , 192.168.1.16, 192.168.1.20  , TCP     ,       350.54,    303.1 ,          361,           5,   10.05,        1.42,           48.06, Normal , None
2026-09-01 14:49:46, Smartphone-04, Smartphone   , 192.168.1.33, 192.168.1.100 , UDP     ,       212.12,    239.15,          197,          19,   44.37,        1.42,           59.54, Normal , None
2026-09-01 14:49:47, Desktop-10   , Desktop      , 192.168.1.19, 192.168.1.20  , UDP     ,       263.96,    294.58,          217,          46,   21.3 ,        0.78,           32.69, Normal , None
2026-09-01 14:49:48, Smartphone-05, Smartphone   , 192.168.1.34, 192.168.1.100 , ICMP    ,        94.53,     76.5 ,           82,          20,   50.53,        0.73,           15.93, Normal , None
2026-09-01 14:49:49, IoT-Sensor-07, IoT Sensor   , 192.168.1.59, 192.168.1.20  , ICMP    ,        49.42,     50.38,           41,           4,   82.22,        2.69,           39.01, Normal , None
2026-09-01 14:49:50, Smartphone-10, Smartphone   , 192.168.1.39, 8.8.8.8       , ICMP    ,        69.53,     62.65,           60,          21,   50.48,        0.91,           92.31, Anomaly, High CPU
2026-09-01 14:49:51, IP-Camera-01 , IP Camera    , 192.168.1.45, 192.168.1.20  , UDP     ,      1559.32,   1411.57,         1806,           3,   28.75,        2.78,           43.52, Normal , None
2026-09-01 14:49:52, Server-03    , Server       , 192.168.1.42, 192.168.1.50  , ICMP    ,      2436.12,   2714.18,         2538,         441,   17.54,        1.71,           94.84, Anomaly, High CPU
2026-09-01 14:49:53, Laptop-09    , Laptop       , 192.168.1.28, 192.168.1.100 , ICMP    ,       185.84,    182.21,          162,           5,   57.19,        1.83,           29.85, Normal , None
2026-09-01 14:49:54, Laptop-10    , Laptop       , 192.168.1.29, 192.168.1.20  , UDP     ,       411.89,    410.69,          415,          26,   26.64,        0.93,           22.7 , Normal , None
2026-09-01 14:49:55, Laptop-03    , Laptop       , 192.168.1.22, 192.168.1.100 , TCP     ,       653.12,    602.0 ,          718,          11,   48.03,        0.12,           42.76, Normal , None
2026-09-01 14:49:56, IP-Camera-05 , IP Camera    , 192.168.1.49, 192.168.1.50  , UDP     ,      3957.3 ,   3970.64,         4187,          10,   90.24,        0.81,           60.67, Normal , None
2026-09-01 14:49:57, Laptop-03    , Laptop       , 192.168.1.22, 192.168.1.1   , ICMP    ,       327.54,    346.49,          376,          20,   53.13,        1.02,           30.11, Normal , None
2026-09-01 14:49:58, Laptop-09    , Laptop       , 192.168.1.28, 192.168.1.20  , UDP     ,       382.65,    371.53,          306,          39,   27.97,        0.49,           38.18, Normal , None
2026-09-01 14:49:59, Laptop-02    , Laptop       , 192.168.1.21, 192.168.1.50  , TCP     ,       170.1 ,    164.73,          182,          12,   19.7 ,        1.05,           17.49, Normal , None
2026-09-01 14:50:00, Laptop-09    , Laptop       , 192.168.1.28, 192.168.1.20  , UDP     ,       439.12,    439.83,          521,          33,   44.92,        0.68,           20.77, Normal , None
2026-09-01 14:50:01, IP-Camera-05 , IP Camera    , 192.168.1.49, 192.168.1.100 , TCP     ,      2133.08,   2002.67,         2416,           2,   38.18,        2.2 ,           37.78, Normal , None
2026-09-01 14:50:02, Desktop-03   , Desktop      , 192.168.1.12, 192.168.1.100 , ICMP    ,       512.85,    581.32,          583,          40,   13.52,        0.42,           44.38, Normal , None
2026-09-01 14:50:03, Laptop-10    , Laptop       , 192.168.1.29, 192.168.1.1   , ICMP    ,       393.58,    325.16,          362,          25,   40.27,        0.52,           44.78, Normal , None
2026-09-01 14:50:04, Desktop-08   , Desktop      , 192.168.1.17, 192.168.1.50  , TCP     ,       522.67,    538.45,          520,          29,   20.96,        1.0 ,           20.79, Normal , None
2026-09-01 14:50:05, IP-Camera-01 , IP Camera    , 192.168.1.45, 192.168.1.1   , ICMP    ,      1661.46,   1819.14,         1426,           6,   29.52,        0.42,           29.79, Normal , None
2026-09-01 14:50:06, Desktop-03   , Desktop      , 192.168.1.12, 192.168.1.1   , ICMP    ,       649.03,    637.52,          743,          27,   45.06,        0.24,           29.24, Normal , None
2026-09-01 14:50:07, IP-Camera-02 , IP Camera    , 192.168.1.46, 192.168.1.100 , ICMP    ,      1852.99,   1876.87,         1530,           9,   45.69,        1.13,           57.15, Normal , None
2026-09-01 14:50:08, Desktop-02   , Desktop      , 192.168.1.11, 8.8.8.8       , UDP     ,      1875.82,   2002.59,         3289,          41,   23.1 ,        1.72,           23.93, Anomaly, Traffic Spike
2026-09-01 14:50:09, Server-03    , Server       , 192.168.1.42, 8.8.8.8       , TCP     ,      3196.86,   3355.43,         3322,         416,   29.51,        1.29,           64.41, Normal , None
2026-09-01 14:50:10, Printer-03   , Printer      , 192.168.1.52, 8.8.8.8       , UDP     ,        77.85,     87.6 ,           83,           9,   70.11,        0.32,           34.9 , Normal , None
2026-09-01 14:50:11, Printer-03   , Printer      , 192.168.1.52, 192.168.1.50  , TCP     ,        74.75,     67.1 ,           83,           2,   53.8 ,        1.99,           22.43, Normal , None
2026-09-01 14:50:12, Desktop-10   , Desktop      , 192.168.1.19, 192.168.1.50  , UDP     ,       446.48,    422.94,          436,          39,   49.14,        1.84,           54.45, Normal , None
2026-09-01 14:50:13, Smartphone-03, Smartphone   , 192.168.1.32, 192.168.1.100 , TCP     ,       122.8 ,    129.22,          105,          16,   50.17,        1.86,           36.73, Normal , None
2026-09-01 14:50:14, Laptop-03    , Laptop       , 192.168.1.22, 8.8.8.8       , ICMP    ,       122.29,    143.72,          133,          40,   48.71,        1.89,           25.08, Normal , None
2026-09-01 14:50:15, Desktop-04   , Desktop      , 192.168.1.13, 192.168.1.20  , TCP     ,       540.15,    590.95,          511,          50,   20.93,        1.42,           33.14, Normal , None
2026-09-01 14:50:16, Smartphone-08, Smartphone   , 192.168.1.37, 192.168.1.50  , TCP     ,       462.95,    510.15,          502,          14,   57.7 ,        1.38,           91.38, Anomaly, High CPU
2026-09-01 14:50:17, Smartphone-05, Smartphone   , 192.168.1.34, 192.168.1.1   , TCP     ,       149.79,    132.63,          178,          23,   32.46,        1.22,           14.12, Normal , None
2026-09-01 14:50:18, Smartphone-07, Smartphone   , 192.168.1.36, 192.168.1.50  , ICMP    ,       193.35,    198.77,          210,          10,   72.34,        0.07,           41.37, Normal , None
2026-09-01 14:50:19, Printer-01   , Printer      , 192.168.1.50, 192.168.1.20  , TCP     ,       174.51,    197.06,          176,           9,   59.95,        1.45,           11.79, Normal , None
2026-09-01 14:50:20, Desktop-05   , Desktop      , 192.168.1.14, 8.8.8.8       , ICMP    ,       348.43,    342.16,          316,          38,   41.37,        1.01,           15.48, Normal , None
2026-09-01 14:50:21, Smartphone-04, Smartphone   , 192.168.1.33, 192.168.1.50  , ICMP    ,       341.73,    405.75,          335,          23,   74.02,        2.92,           42.62, Normal , None
2026-09-01 14:50:22, IoT-Sensor-07, IoT Sensor   , 192.168.1.59, 192.168.1.50  , TCP     ,        51.57,     44.1 ,           47,           7,   91.48,        1.26,           12.0 , Normal , None
2026-09-01 14:50:23, Laptop-09    , Laptop       , 192.168.1.28, 192.168.1.20  , UDP     ,       151.64,    135.81,          122,           6,   31.15,        1.56,           90.11, Anomaly, High CPU
2026-09-01 14:50:24, Server-02    , Server       , 192.168.1.41, 192.168.1.100 , TCP     ,     14449.26,  14798.11,        17124,         368,   19.85,        0.99,           66.87, Normal , None
2026-09-01 14:50:25, Laptop-07    , Laptop       , 192.168.1.26, 8.8.8.8       , UDP     ,       174.74,    141.85,          200,          35,   16.11,        1.01,           34.38, Normal , None
2026-09-01 14:50:26, Smartphone-07, Smartphone   , 192.168.1.36, 192.168.1.50  , UDP     ,        54.68,     52.25,           53,          12,   81.94,        0.55,           31.73, Normal , None
2026-09-01 14:50:27, Smartphone-04, Smartphone   , 192.168.1.33, 8.8.8.8       , ICMP    ,       111.88,    134.02,          130,          20,   99.28,        2.32,           27.36, Normal , None
2026-09-01 14:50:28, Server-03    , Server       , 192.168.1.42, 8.8.8.8       , TCP     ,      9202.59,   7466.7 ,        10833,         324,    6.85,        0.2 ,           29.89, Normal , None
2026-09-01 14:50:29, Laptop-06    , Laptop       , 192.168.1.25, 192.168.1.100 , TCP     ,       325.93,    269.19,          376,          28,   52.41,        0.33,           27.88, Normal , None
2026-09-01 14:50:30, Laptop-08    , Laptop       , 192.168.1.27, 8.8.8.8       , UDP     ,       196.14,    186.25,          225,         276,   17.24,        1.27,           11.16, Anomaly, Excessive Connections
2026-09-01 14:50:31, IP-Camera-05 , IP Camera    , 192.168.1.49, 192.168.1.20  , ICMP    ,      2684.53,   2438.68,         2614,           9,   74.09,        2.85,           20.17, Normal , None
2026-09-01 14:50:32, Server-02    , Server       , 192.168.1.41, 192.168.1.1   , ICMP    ,      2121.98,   2176.17,         2117,         337,   39.87,        1.18,           33.9 , Normal , None
2026-09-01 14:50:33, Laptop-07    , Laptop       , 192.168.1.26, 8.8.8.8       , ICMP    ,       716.92,    830.31,          618,          35,   68.67,        0.22,           68.64, Normal , None
2026-09-01 14:50:34, IP-Camera-03 , IP Camera    , 192.168.1.47, 192.168.1.50  , UDP     ,      2121.27,   2531.35,         2389,          14,  412.26,        0.65,           29.22, Anomaly, High Latency
2026-09-01 14:50:35, Laptop-05    , Laptop       , 192.168.1.24, 192.168.1.1   , TCP     ,       622.07,    581.83,          723,          15,   63.46,        0.48,           68.5 , Normal , None
2026-09-01 14:50:36, IoT-Sensor-07, IoT Sensor   , 192.168.1.59, 8.8.8.8       , UDP     ,        98.67,     88.02,           84,           1,   90.18,        3.99,           29.07, Normal , None
2026-09-01 14:50:37, Desktop-02   , Desktop      , 192.168.1.11, 192.168.1.100 , ICMP    ,       601.64,    487.95,          543,          36,   21.97,        1.67,           62.69, Normal , None
2026-09-01 14:50:38, Desktop-09   , Desktop      , 192.168.1.18, 192.168.1.100 , UDP     ,       685.78,    750.02,          587,          34,   38.47,        1.56,           35.35, Normal , None
2026-09-01 14:50:39, Desktop-03   , Desktop      , 192.168.1.12, 192.168.1.100 , TCP     ,       249.59,    248.84,          298,          31,   21.63,        1.98,           63.54, Normal , None
2026-09-01 14:50:40, Smartphone-07, Smartphone   , 192.168.1.36, 8.8.8.8       , UDP     ,        73.12,     72.44,           85,          24,   31.57,       20.98,           18.24, Anomaly, High Packet Loss
2026-09-01 14:50:41, Desktop-08   , Desktop      , 192.168.1.17, 192.168.1.50  , UDP     ,       365.09,    434.59,          408,          41,   37.22,        1.43,           20.14, Normal , None
2026-09-01 14:50:42, Laptop-07    , Laptop       , 192.168.1.26, 192.168.1.100 , ICMP    ,       587.04,    615.69,          531,          32,   24.47,        0.6 ,           55.33, Normal , None
2026-09-01 14:50:43, IP-Camera-02 , IP Camera    , 192.168.1.46, 8.8.8.8       , UDP     ,       853.49,    799.66,          979,          15,   54.93,        1.93,           31.08, Normal , None
2026-09-01 14:50:44, Laptop-06    , Laptop       , 192.168.1.25, 192.168.1.100 , ICMP    ,       636.45,    722.98,          679,          12,   21.47,        0.13,           94.02, Anomaly, High CPU
2026-09-01 14:50:45, Smartphone-01, Smartphone   , 192.168.1.30, 192.168.1.50  , TCP     ,       469.0 ,    452.85,          479,          21,   47.95,        2.9 ,           55.38, Normal , None
2026-09-01 14:50:46, Desktop-05   , Desktop      , 192.168.1.14, 192.168.1.50  , ICMP    ,       593.55,    702.3 ,          525,           5,   28.41,        0.33,           25.02, Normal , None
2026-09-01 14:50:47, Laptop-08    , Laptop       , 192.168.1.27, 192.168.1.100 , TCP     ,       634.56,    592.07,          574,          29,   36.8 ,        0.71,           64.05, Normal , None
2026-09-01 14:50:48, IoT-Sensor-03, IoT Sensor   , 192.168.1.55, 192.168.1.100 , ICMP    ,       145.13,    164.1 ,          120,           1,   82.92,       36.06,           46.4 , Anomaly, High Packet Loss
2026-09-01 14:50:49, Laptop-01    , Laptop       , 192.168.1.20, 8.8.8.8       , UDP     ,      2930.24,   2796.18,         2198,         210,  287.53,       19.09,           82.8 , Anomaly, Combined Anomaly
2026-09-01 14:50:50, IoT-Sensor-02, IoT Sensor   , 192.168.1.54, 192.168.1.20  , UDP     ,        15.64,     18.34,           12,           3,   51.19,        1.18,           30.14, Normal , None
2026-09-01 14:50:51, Smartphone-03, Smartphone   , 192.168.1.32, 192.168.1.100 , TCP     ,       150.54,    175.66,          156,          13,   72.95,        2.71,           41.67, Normal , None
2026-09-01 14:50:52, Desktop-09   , Desktop      , 192.168.1.18, 192.168.1.100 , ICMP    ,       605.13,    643.91,          636,          34,   37.29,        1.47,           38.57, Normal , None
2026-09-01 14:50:53, Desktop-06   , Desktop      , 192.168.1.15, 192.168.1.1   , UDP     ,       822.04,    962.65,          736,          15,   33.42,        0.88,           34.68, Normal , None
2026-09-01 14:50:54, Smartphone-07, Smartphone   , 192.168.1.36, 192.168.1.100 , TCP     ,       412.58,    484.84,          434,          14,   72.62,        2.56,           33.86, Normal , None
2026-09-01 14:50:55, Printer-01   , Printer      , 192.168.1.50, 192.168.1.50  , UDP     ,       114.84,    111.13,           93,          98,   57.22,        0.32,           15.39, Anomaly, Excessive Connections
2026-09-01 14:50:56, Laptop-03    , Laptop       , 192.168.1.22, 192.168.1.1   , ICMP    ,       403.07,    329.07,          420,          19,   46.5 ,        1.05,           25.56, Normal , None
2026-09-01 14:50:57, Smartphone-04, Smartphone   , 192.168.1.33, 8.8.8.8       , UDP     ,       139.98,    113.22,          121,         484,   67.4 ,        1.97,           54.04, Anomaly, Excessive Connections
2026-09-01 14:50:58, Printer-01   , Printer      , 192.168.1.50, 8.8.8.8       , ICMP    ,       190.36,    158.67,          211,           5,   96.89,        2.3 ,           23.64, Normal , None
2026-09-01 14:50:59, Server-04    , Server       , 192.168.1.43, 192.168.1.100 , ICMP    ,     14923.7 ,  12950.86,        17527,         328,   19.84,        1.84,           21.12, Normal , None
2026-09-01 14:51:00, Desktop-04   , Desktop      , 192.168.1.13, 8.8.8.8       , UDP     ,       617.57,    669.71,          685,          47,   20.45,        0.55,           44.62, Normal , None
2026-09-01 14:51:01, IP-Camera-02 , IP Camera    , 192.168.1.46, 192.168.1.1   , ICMP    ,      3652.34,   4329.83,         3297,          20,   43.8 ,        1.89,           54.95, Normal , None
2026-09-01 14:51:02, Smartphone-07, Smartphone   , 192.168.1.36, 8.8.8.8       , ICMP    ,       460.92,    482.36,          513,          30,   20.34,        1.44,           39.07, Normal , None
2026-09-01 14:51:03, Laptop-03    , Laptop       , 192.168.1.22, 8.8.8.8       , UDP     ,       593.83,    507.56,          695,          19,   68.86,        0.19,           21.24, Normal , None
2026-09-01 14:51:04, Desktop-06   , Desktop      , 192.168.1.15, 192.168.1.1   , UDP     ,       712.86,    712.15,          588,           5,   30.94,        0.75,           30.69, Normal , None
2026-09-01 14:51:05, Smartphone-02, Smartphone   , 192.168.1.31, 192.168.1.20  , TCP     ,       321.35,    283.86,          337,          17,   88.14,        0.13,           31.85, Normal , None
2026-09-01 14:51:06, Server-05    , Server       , 192.168.1.44, 192.168.1.50  , UDP     ,     11546.77,  11143.4 ,        13448,         188,   39.58,        0.16,           32.23, Normal , None
2026-09-01 14:51:07, Smartphone-02, Smartphone   , 192.168.1.31, 8.8.8.8       , TCP     ,       407.87,    463.55,          354,           8,   83.25,        0.78,           16.1 , Normal , None
2026-09-01 14:51:08, IP-Camera-04 , IP Camera    , 192.168.1.48, 192.168.1.50  , ICMP    ,      1347.97,   1182.52,         1321,          10,   54.03,        0.14,           24.98, Normal , None
2026-09-01 14:51:09, IP-Camera-05 , IP Camera    , 192.168.1.49, 192.168.1.20  , TCP     ,      2773.85,   2662.03,         2905,          19,  366.21,        1.44,           25.13, Anomaly, High Latency
2026-09-01 14:51:10, Smartphone-10, Smartphone   , 192.168.1.39, 192.168.1.50  , UDP     ,       355.67,    288.93,          317,          15,   43.1 ,        1.31,           58.91, Normal , None
2026-09-01 14:51:11, Server-03    , Server       , 192.168.1.42, 8.8.8.8       , UDP     ,      2544.14,   2402.59,         2790,         173,   38.71,       25.76,           32.47, Anomaly, High Packet Loss
2026-09-01 14:51:12, Server-01    , Server       , 192.168.1.40, 8.8.8.8       , ICMP    ,      4510.45,   3994.09,         5118,         138,   16.37,        1.18,           45.65, Normal , None
2026-09-01 14:51:13, IoT-Sensor-03, IoT Sensor   , 192.168.1.55, 192.168.1.50  , TCP     ,       118.45,    119.23,          134,           7,   92.24,        2.89,           32.52, Normal , None
2026-09-01 14:51:14, Laptop-05    , Laptop       , 192.168.1.24, 192.168.1.50  , UDP     ,       277.02,    227.68,          289,          38,   18.28,        1.85,           47.61, Normal , None
2026-09-01 14:51:15, Desktop-05   , Desktop      , 192.168.1.14, 8.8.8.8       , TCP     ,       400.01,    451.98,          365,          23,   54.56,        0.64,           14.66, Normal , None
2026-09-01 14:51:16, Laptop-01    , Laptop       , 192.168.1.20, 192.168.1.20  , UDP     ,        90.72,     85.04,          108,          40,   55.48,        0.54,           12.21, Normal , None
2026-09-01 14:51:17, Desktop-07   , Desktop      , 192.168.1.16, 192.168.1.20  , ICMP    ,       546.65,    486.18,          485,          49,   43.13,        0.52,           68.57, Normal , None
2026-09-01 14:51:18, IoT-Sensor-04, IoT Sensor   , 192.168.1.56, 8.8.8.8       , TCP     ,        97.22,     83.92,           92,           6,   81.99,        1.58,            5.88, Normal , None
2026-09-01 14:51:19, Laptop-05    , Laptop       , 192.168.1.24, 192.168.1.1   , ICMP    ,       122.02,    132.98,          141,          20,   40.5 ,        1.5 ,           90.04, Anomaly, High CPU
2026-09-01 14:51:20, Desktop-05   , Desktop      , 192.168.1.14, 8.8.8.8       , TCP     ,       923.69,   1062.35,          905,          40,   30.83,        0.09,           69.48, Normal , None
2026-09-01 14:51:21, Desktop-03   , Desktop      , 192.168.1.12, 192.168.1.50  , ICMP    ,       741.61,    623.6 ,          790,          41,   17.52,        0.08,           41.0 , Normal , None
2026-09-01 14:51:22, IoT-Sensor-01, IoT Sensor   , 192.168.1.53, 192.168.1.50  , UDP     ,        69.98,     82.63,           72,           4,   45.82,        1.85,           17.15, Normal , None
2026-09-01 14:51:23, Smartphone-05, Smartphone   , 192.168.1.34, 192.168.1.50  , TCP     ,       200.45,    160.82,          229,           5,   49.34,        0.78,           11.35, Normal , None
2026-09-01 14:51:24, Laptop-01    , Laptop       , 192.168.1.20, 192.168.1.100 , UDP     ,       797.27,    793.27,          721,          38,   47.83,        1.89,           20.64, Normal , None
2026-09-01 14:51:25, Laptop-10    , Laptop       , 192.168.1.29, 192.168.1.50  , UDP     ,       298.18,    345.47,          327,          40,   23.45,        1.54,           60.6 , Normal , None
2026-09-01 14:51:26, Server-01    , Server       , 192.168.1.40, 192.168.1.100 , ICMP    ,      2375.84,   2034.73,         2133,         372,   16.83,        1.86,           95.31, Anomaly, High CPU
2026-09-01 14:51:27, Laptop-01    , Laptop       , 192.168.1.20, 192.168.1.50  , TCP     ,        95.51,     88.18,           91,          12,   43.19,        1.36,           38.88, Normal , None
2026-09-01 14:51:28, Server-03    , Server       , 192.168.1.42, 192.168.1.50  , ICMP    ,     14271.62,  15301.68,        15825,         399,   24.93,        1.9 ,           64.55, Normal , None
2026-09-01 14:51:29, IoT-Sensor-07, IoT Sensor   , 192.168.1.59, 192.168.1.50  , TCP     ,        87.47,     77.19,           92,           4,   30.15,        2.84,            6.15, Normal , None
2026-09-01 14:51:30, Desktop-03   , Desktop      , 192.168.1.12, 8.8.8.8       , UDP     ,       126.03,    131.43,          142,          22,   45.22,        1.55,           13.02, Normal , None
2026-09-01 14:51:31, IoT-Sensor-07, IoT Sensor   , 192.168.1.59, 192.168.1.20  , UDP     ,        20.31,     22.83,           17,           6,   27.46,        0.25,           31.82, Normal , None
2026-09-01 14:51:32, Desktop-05   , Desktop      , 192.168.1.14, 8.8.8.8       , UDP     ,       443.31,    428.32,          384,          18,   50.58,        1.34,           24.83, Normal , None
2026-09-01 14:51:33, IoT-Sensor-01, IoT Sensor   , 192.168.1.53, 192.168.1.50  , ICMP    ,        50.38,     57.72,           55,           3,   28.15,        0.89,           18.28, Normal , None
2026-09-01 14:51:34, Laptop-06    , Laptop       , 192.168.1.25, 192.168.1.20  , UDP     ,       406.31,    444.55,          325,          38,   36.05,        0.84,           35.2 , Normal , None
2026-09-01 14:51:35, Desktop-04   , Desktop      , 192.168.1.13, 8.8.8.8       , ICMP    ,       498.42,    422.31,          454,          28,   33.84,        0.41,           27.22, Normal , None
2026-09-01 14:51:36, Server-01    , Server       , 192.168.1.40, 192.168.1.100 , TCP     ,     13873.62,  14552.96,        12947,         387,   11.38,        1.93,           44.56, Normal , None
2026-09-01 14:51:37, IoT-Sensor-07, IoT Sensor   , 192.168.1.59, 8.8.8.8       , ICMP    ,        28.45,     23.42,           23,           3,   63.4 ,        3.87,           15.78, Normal , None
2026-09-01 14:51:38, Laptop-05    , Laptop       , 192.168.1.24, 8.8.8.8       , ICMP    ,       116.68,    112.22,          112,           6,   19.52,        0.07,           29.29, Normal , None
2026-09-01 14:51:39, IP-Camera-04 , IP Camera    , 192.168.1.48, 192.168.1.100 , ICMP    ,      2040.45,   1884.45,         1797,           4,   79.41,        1.25,           47.47, Normal , None
2026-09-01 14:51:40, Desktop-09   , Desktop      , 192.168.1.18, 192.168.1.20  , ICMP    ,       476.41,    499.12,          470,          45,   40.84,        1.28,           51.82, Normal , None
2026-09-01 14:51:41, Smartphone-03, Smartphone   , 192.168.1.32, 192.168.1.1   , UDP     ,       225.08,    216.12,          201,          13,   87.06,        1.09,           12.65, Normal , None
2026-09-01 14:51:42, Desktop-03   , Desktop      , 192.168.1.12, 8.8.8.8       , TCP     ,       784.1 ,    853.93,          834,          49,   30.46,        0.81,           41.08, Normal , None
2026-09-01 14:51:43, IoT-Sensor-06, IoT Sensor   , 192.168.1.58, 192.168.1.20  , UDP     ,        30.19,     26.67,           35,           2,   52.78,        1.43,           34.18, Normal , None
2026-09-01 14:51:44, Smartphone-04, Smartphone   , 192.168.1.33, 192.168.1.20  , ICMP    ,       259.01,    283.2 ,          292,          20,  327.54,        1.83,           29.96, Anomaly, High Latency
2026-09-01 14:51:45, Laptop-04    , Laptop       , 192.168.1.23, 8.8.8.8       , ICMP    ,      3258.2 ,   4571.08,         5160,         646,  575.72,       10.1 ,           94.46, Anomaly, Combined Anomaly
2026-09-01 14:51:46, Smartphone-10, Smartphone   , 192.168.1.39, 192.168.1.1   , TCP     ,       211.83,    233.51,          172,           8,   22.32,        2.95,           39.96, Normal , None
2026-09-01 14:51:47, IP-Camera-04 , IP Camera    , 192.168.1.48, 192.168.1.20  , TCP     ,       741.88,    803.89,          648,          15,   90.73,        2.62,           42.42, Normal , None
2026-09-01 14:51:48, IoT-Sensor-01, IoT Sensor   , 192.168.1.53, 8.8.8.8       , ICMP    ,       103.28,    122.5 ,           83,           1,   71.21,        1.42,           16.53, Normal , None
2026-09-01 14:51:49, Laptop-05    , Laptop       , 192.168.1.24, 192.168.1.50  , UDP     ,       584.34,    527.15,          684,          36,   29.39,        0.41,           67.34, Normal , None
2026-09-01 14:51:50, Laptop-01    , Laptop       , 192.168.1.20, 192.168.1.50  , TCP     ,       216.66,    204.14,          190,          27,   52.73,        1.84,           68.75, Normal , None
2026-09-01 14:51:51, IP-Camera-04 , IP Camera    , 192.168.1.48, 192.168.1.20  , TCP     ,      2692.68,   2699.75,         2228,          13,   34.36,        2.93,           66.42, Normal , None
2026-09-01 14:51:52, Desktop-08   , Desktop      , 192.168.1.17, 8.8.8.8       , UDP     ,       769.61,    699.24,          689,          32,   23.28,        1.55,           32.68, Normal , None
2026-09-01 14:51:53, Server-03    , Server       , 192.168.1.42, 192.168.1.100 , ICMP    ,     14843.45,  13575.77,        14327,         107,   37.56,        0.3 ,           63.95, Normal , None
2026-09-01 14:51:54, Server-03    , Server       , 192.168.1.42, 192.168.1.20  , TCP     ,     12054.64,  11838.18,         9980,         109,    5.31,        0.6 ,           32.83, Normal , None
2026-09-01 14:51:55, IoT-Sensor-06, IoT Sensor   , 192.168.1.58, 192.168.1.1   , TCP     ,       132.53,    119.3 ,          148,           5,   67.82,        3.31,           12.55, Normal , None
2026-09-01 14:51:56, Smartphone-03, Smartphone   , 192.168.1.32, 192.168.1.1   , TCP     ,       178.14,    151.34,          163,          20,   35.42,        2.13,           39.94, Normal , None
2026-09-01 14:51:57, Desktop-07   , Desktop      , 192.168.1.16, 192.168.1.50  , UDP     ,       290.23,    336.91,          270,         180,   17.2 ,        0.34,           44.94, Anomaly, Excessive Connections
2026-09-01 14:51:58, Smartphone-05, Smartphone   , 192.168.1.34, 8.8.8.8       , UDP     ,       157.54,    142.15,          160,           7,   89.54,        0.39,           45.39, Normal , None
2026-09-01 14:51:59, Printer-03   , Printer      , 192.168.1.52, 192.168.1.100 , ICMP    ,       167.62,    157.98,          173,           5,   47.71,        0.04,           29.52, Normal , None
2026-09-01 14:52:00, Server-02    , Server       , 192.168.1.41, 192.168.1.20  , TCP     ,      3561.92,   4244.03,         2858,         486,   95.53,        1.35,           45.59, Anomaly, High Latency
2026-09-01 14:52:01, Desktop-10   , Desktop      , 192.168.1.19, 192.168.1.100 , TCP     ,       135.08,    112.63,          111,          39,   59.83,        1.78,           61.11, Normal , None
2026-09-01 14:52:02, Desktop-03   , Desktop      , 192.168.1.12, 192.168.1.20  , ICMP    ,       539.53,    492.67,          447,          27,   52.91,        0.98,           49.74, Normal , None
2026-09-01 14:52:03, IoT-Sensor-05, IoT Sensor   , 192.168.1.57, 192.168.1.20  , ICMP    ,       118.06,    109.17,          135,           5,  112.93,        2.28,           27.5 , Normal , None
2026-09-01 14:52:04, Desktop-07   , Desktop      , 192.168.1.16, 192.168.1.100 , UDP     ,       494.67,    555.97,          526,          47,   56.86,        0.41,           56.71, Normal , None
2026-09-01 14:52:05, Smartphone-04, Smartphone   , 192.168.1.33, 192.168.1.50  , UDP     ,       401.85,    404.67,          438,           5,   89.0 ,        2.17,           16.52, Normal , None
2026-09-01 14:52:06, Desktop-06   , Desktop      , 192.168.1.15, 192.168.1.100 , UDP     ,      4926.79,   4710.58,         5992,         180,  229.86,       29.53,           98.01, Anomaly, Combined Anomaly
2026-09-01 14:52:07, Smartphone-04, Smartphone   , 192.168.1.33, 8.8.8.8       , ICMP    ,       265.51,    308.81,          262,          30,   99.6 ,        1.18,           12.26, Normal , None
2026-09-01 14:52:08, Smartphone-01, Smartphone   , 192.168.1.30, 192.168.1.1   , ICMP    ,       252.8 ,    252.95,          297,           5,   85.14,        1.63,           25.46, Normal , None
2026-09-01 14:52:09, Server-01    , Server       , 192.168.1.40, 192.168.1.1   , TCP     ,      8537.18,   9566.33,         7669,          80,   27.94,        1.57,           24.41, Normal , None
2026-09-01 14:52:10, Desktop-01   , Desktop      , 192.168.1.10, 8.8.8.8       , ICMP    ,       738.31,    834.33,          626,         897,   56.54,        1.1 ,           28.39, Anomaly, Excessive Connections
2026-09-01 14:52:11, Laptop-08    , Laptop       , 192.168.1.27, 192.168.1.20  , TCP     ,       244.78,    272.9 ,          266,          36,   53.29,        2.0 ,           20.43, Normal , None
